,cue,R1,frec,frec_cue,ratio,frec_R1,cue_norm,l_cue,l_r1
7,teddy,bear,85,100,0.10967741935483871,775,0.85,5,4
10,smooch,kiss,84,98,0.27009646302250806,311,0.8571428571428571,6,4
12,arachnid,spider,84,95,0.302158273381295,278,0.8842105263157894,8,6
15,perspire,sweat,83,96,0.259375,320,0.8645833333333334,8,5
16,sahara,desert,83,100,0.19714964370546317,421,0.83,6,6
17,cob,corn,83,97,0.13949579831932774,595,0.8556701030927835,3,4
18,perhaps,maybe,83,99,0.1966824644549763,422,0.8383838383838383,7,5
19,bubonic,plague,83,91,0.6693548387096774,124,0.9120879120879121,7,6
21,uncooked,raw,82,99,0.543046357615894,151,0.8282828282828283,8,3
22,grizzly,bear,82,99,0.10580645161290322,775,0.8282828282828283,7,4
24,oink,pig,82,98,0.10539845758354756,778,0.8367346938775511,4,3
29,wick,candle,81,93,0.3537117903930131,229,0.8709677419354839,4,6
31,inexpensive,cheap,80,98,0.17582417582417584,455,0.8163265306122449,11,5
32,comprehend,understand,80,100,0.23668639053254437,338,0.8,10,10
39,itch,scratch,78,98,0.4262295081967213,183,0.7959183673469388,4,7
42,giggle,laugh,78,100,0.12111801242236025,644,0.78,6,5
45,gust,wind,78,99,0.11487481590574374,679,0.7878787878787878,4,4
47,trousers,pants,77,100,0.11290322580645161,682,0.77,8,5
48,unattractive,ugly,77,100,0.14102564102564102,546,0.77,12,4
50,attempt,try,77,100,0.22063037249283668,349,0.77,7,3
51,misplaced,lost,77,100,0.11684370257966616,659,0.77,9,4
53,maize,corn,77,93,0.12941176470588237,595,0.8279569892473119,5,4
55,cashew,nut,77,96,0.17579908675799086,438,0.8020833333333334,6,3
58,jigsaw,puzzle,77,98,0.1925,400,0.7857142857142857,6,6
59,despise,hate,77,97,0.1032171581769437,746,0.7938144329896907,7,4
61,weep,cry,77,97,0.14285714285714285,539,0.7938144329896907,4,3
63,perspiration,sweat,77,97,0.240625,320,0.7938144329896907,12,5
64,honeydew,melon,77,97,0.5539568345323741,139,0.7938144329896907,8,5
74,yolk,egg,75,93,0.1085383502170767,691,0.8064516129032258,4,3
77,nile,river,75,100,0.12998266897746968,577,0.75,4,5
83,tardy,late,75,95,0.1865671641791045,402,0.7894736842105263,5,4
84,hare,rabbit,74,93,0.24666666666666667,300,0.7956989247311828,4,6
86,erupt,volcano,74,98,0.2924901185770751,253,0.7551020408163265,5,7
89,pepperoni,pizza,74,99,0.22699386503067484,326,0.7474747474747475,9,5
97,dune,sand,74,100,0.14313346228239845,517,0.74,4,4
98,spud,potato,74,93,0.1716937354988399,431,0.7956989247311828,4,6
100,quench,thirst,74,99,0.7326732673267327,101,0.7474747474747475,6,6
105,spectacles,glasses,74,97,0.13857677902621723,534,0.7628865979381443,10,7
106,hi,hello,74,100,0.14979757085020243,494,0.74,2,5
111,marrow,bone,74,88,0.19946091644204852,371,0.8409090909090909,6,4
118,cairo,egypt,73,94,0.20054945054945056,364,0.776595744680851,5,5
119,permitted,allowed,73,100,0.5251798561151079,139,0.73,9,7
122,sufficient,enough,73,95,0.3230088495575221,226,0.7684210526315789,10,6
123,sirloin,steak,73,92,0.2673992673992674,273,0.7934782608695652,7,5
124,bashful,shy,72,98,0.1411764705882353,510,0.7346938775510204,7,3
125,prior,before,72,99,0.1509433962264151,477,0.7272727272727273,5,6
128,concur,agree,72,93,0.22018348623853212,327,0.7741935483870968,6,5
129,sill,window,72,84,0.15859030837004406,454,0.8571428571428571,4,6
132,concealed,hidden,72,98,0.18997361477572558,379,0.7346938775510204,9,6
134,bumble,bee,72,98,0.11093990755007704,649,0.7346938775510204,6,3
140,crossword,puzzle,72,99,0.18,400,0.7272727272727273,9,6
144,forecast,weather,71,100,0.1628440366972477,436,0.71,8,7
145,wager,bet,71,93,0.5634920634920635,126,0.7634408602150538,5,3
146,lobe,ear,71,94,0.17401960784313725,408,0.7553191489361702,4,3
150,fewer,less,71,96,0.2022792022792023,351,0.7395833333333334,5,4
152,arid,dry,71,93,0.15367965367965367,462,0.7634408602150538,4,3
153,denim,jeans,71,100,0.2305194805194805,308,0.71,5,5
158,relocate,move,71,97,0.11181102362204724,635,0.7319587628865979,8,4
160,adam,eve,71,98,0.7888888888888889,90,0.7244897959183674,4,3
163,cider,apple,71,100,0.10142857142857142,700,0.71,5,5
164,homosexual,gay,70,100,0.1388888888888889,504,0.7,10,3
166,migraine,headache,70,100,0.3333333333333333,210,0.7,8,8
167,regulations,rules,70,99,0.17857142857142858,392,0.7070707070707071,11,5
174,scrambled,eggs,70,98,0.15053763440860216,465,0.7142857142857143,9,4
176,hypodermic,needle,70,94,0.1388888888888889,504,0.7446808510638298,10,6
177,sob,cry,70,98,0.12987012987012986,539,0.7142857142857143,3,3
178,ought,should,70,100,0.5,140,0.7,5,6
180,bouquet,flowers,69,100,0.1311787072243346,526,0.69,7,7
183,morse,code,69,91,0.215625,320,0.7582417582417582,5,4
184,belch,burp,69,96,0.71875,96,0.71875,5,4
186,ravenous,hungry,69,94,0.1490280777537797,463,0.7340425531914894,8,6
192,velocity,speed,69,96,0.12921348314606743,534,0.71875,8,5
199,flush,toilet,69,100,0.134765625,512,0.69,5,6
202,balsamic,vinegar,69,98,0.6509433962264151,106,0.7040816326530612,8,7
209,eruption,volcano,68,98,0.26877470355731226,253,0.6938775510204082,8,7
211,crescent,moon,68,96,0.12686567164179105,536,0.7083333333333334,8,4
214,glucose,sugar,68,99,0.12121212121212122,561,0.6868686868686869,7,5
215,grail,holy,68,92,0.19047619047619047,357,0.7391304347826086,5,4
219,margarine,butter,68,100,0.16346153846153846,416,0.68,9,6
220,flunk,fail,68,98,0.24028268551236748,283,0.6938775510204082,5,4
224,barbie,doll,68,100,0.3953488372093023,172,0.68,6,4
225,jill,jack,68,93,0.2698412698412698,252,0.7311827956989247,4,4
230,previously,before,67,99,0.14046121593291405,477,0.6767676767676768,10,6
231,this,that,67,96,0.3941176470588235,170,0.6979166666666666,4,4
232,conceal,hide,67,100,0.1908831908831909,351,0.67,7,4
233,apology,sorry,67,99,0.1810810810810811,370,0.6767676767676768,7,5
235,chuckle,laugh,67,100,0.10403726708074534,644,0.67,7,5
238,apparition,ghost,67,94,0.10702875399361023,626,0.7127659574468085,10,5
243,lunar,moon,67,98,0.125,536,0.6836734693877551,5,4
247,postage,stamp,66,98,0.4177215189873418,158,0.673469387755102,7,5
250,broth,soup,66,98,0.14042553191489363,470,0.673469387755102,5,4
251,doe,deer,66,94,0.10200927357032458,647,0.7021276595744681,3,4
253,embrace,hug,66,97,0.2894736842105263,228,0.6804123711340206,7,3
256,famished,hungry,66,95,0.14254859611231102,463,0.6947368421052632,8,6
258,begin,start,66,100,0.1111111111111111,594,0.66,5,5
259,picket,fence,66,97,0.25984251968503935,254,0.6804123711340206,6,5
260,kleenex,tissue,66,100,0.36464088397790057,181,0.66,7,6
266,heap,pile,66,99,0.4520547945205479,146,0.6666666666666666,4,4
268,timid,shy,66,100,0.12941176470588237,510,0.66,5,3
275,occur,happen,66,97,0.6226415094339622,106,0.6804123711340206,5,6
277,shove,push,65,96,0.16009852216748768,406,0.6770833333333334,5,4
278,beneath,under,65,100,0.2264808362369338,287,0.65,7,5
279,crayola,crayon,65,89,0.7386363636363636,88,0.7303370786516854,7,6
281,proprietor,owner,65,92,0.5555555555555556,117,0.7065217391304348,10,5
282,swarm,bees,65,97,0.2674897119341564,243,0.6701030927835051,5,4
283,arsenic,poison,65,96,0.19117647058823528,340,0.6770833333333334,7,6
285,hairless,bald,65,100,0.5241935483870968,124,0.65,8,4
287,pane,window,65,94,0.14317180616740088,454,0.6914893617021277,4,6
288,authentic,real,65,100,0.16049382716049382,405,0.65,9,4
292,pluto,planet,65,100,0.13541666666666666,480,0.65,5,6
295,tadpole,frog,65,92,0.19402985074626866,335,0.7065217391304348,7,4
296,occasionally,sometimes,65,99,0.35135135135135137,185,0.6565656565656566,12,9
298,cassette,tape,65,100,0.20376175548589343,319,0.65,8,4
299,befuddled,confused,65,87,0.14444444444444443,450,0.7471264367816092,9,8
301,quack,duck,65,92,0.17287234042553193,376,0.7065217391304348,5,4
302,nearby,close,65,99,0.10833333333333334,600,0.6565656565656566,6,5
303,farewell,goodbye,65,100,0.2777777777777778,234,0.65,8,7
305,astronomy,stars,65,100,0.1053484602917342,617,0.65,9,5
306,sodium,salt,64,100,0.14578587699316628,439,0.64,6,4
309,obsessive,compulsive,64,99,0.6956521739130435,92,0.6464646464646465,9,10
311,bunny,rabbit,64,99,0.21333333333333335,300,0.6464646464646465,5,6
313,grin,smile,64,97,0.1200750469043152,533,0.6597938144329897,4,5
314,espionage,spy,64,93,0.1628498727735369,393,0.6881720430107527,9,3
320,roar,lion,64,99,0.15724815724815724,407,0.6464646464646465,4,4
323,obama,president,64,99,0.14065934065934066,455,0.6464646464646465,5,9
324,starved,hungry,64,99,0.13822894168466524,463,0.6464646464646465,7,6
327,actual,real,64,98,0.1580246913580247,405,0.6530612244897959,6,4
329,constellation,stars,64,100,0.10372771474878444,617,0.64,13,5
330,choosy,picky,64,97,0.48120300751879697,133,0.6597938144329897,6,5
332,peril,danger,64,95,0.11267605633802817,568,0.6736842105263158,5,6
335,perplexed,confused,64,99,0.14222222222222222,450,0.6464646464646465,9,8
338,his,hers,63,97,0.9402985074626866,67,0.6494845360824743,3,4
341,concept,idea,63,97,0.10843373493975904,581,0.6494845360824743,7,4
342,harley,davidson,63,99,1.0,63,0.6363636363636364,6,8
343,cranny,nook,63,86,0.8289473684210527,76,0.7325581395348837,6,4
344,cab,taxi,63,100,0.6428571428571429,98,0.63,3,4
346,instruct,teach,63,98,0.2423076923076923,260,0.6428571428571429,8,5
349,applaud,clap,63,97,0.42,150,0.6494845360824743,7,4
354,wreak,havoc,63,97,0.8873239436619719,71,0.6494845360824743,5,5
355,toad,frog,63,100,0.1880597014925373,335,0.63,4,4
356,pickup,truck,63,98,0.15671641791044777,402,0.6428571428571429,6,5
358,drapes,curtains,63,98,0.5887850467289719,107,0.6428571428571429,6,8
359,nada,nothing,63,92,0.16195372750642673,389,0.6847826086956522,4,7
360,tentacle,octopus,63,99,0.38650306748466257,163,0.6363636363636364,8,7
369,midday,noon,62,100,0.6666666666666666,93,0.62,6,4
371,pricey,expensive,62,98,0.16711590296495957,371,0.6326530612244898,6,9
374,plunger,toilet,62,96,0.12109375,512,0.6458333333333334,7,6
377,nemesis,enemy,62,98,0.15012106537530268,413,0.6326530612244898,7,5
382,duct,tape,62,96,0.19435736677115986,319,0.6458333333333334,4,4
384,comprehension,understanding,62,99,0.2938388625592417,211,0.6262626262626263,13,13
388,remain,stay,62,99,0.28703703703703703,216,0.6262626262626263,6,4
392,locate,find,62,97,0.16802168021680217,369,0.6391752577319587,6,4
393,foe,enemy,62,98,0.15012106537530268,413,0.6326530612244898,3,5
394,liberty,freedom,62,98,0.19254658385093168,322,0.6326530612244898,7,7
397,either,or,62,99,0.36046511627906974,172,0.6262626262626263,6,2
398,flora,fauna,62,98,0.8985507246376812,69,0.6326530612244898,5,5
399,off,on,61,100,0.15762273901808785,387,0.61,3,2
403,annual,yearly,61,100,0.4728682170542636,129,0.61,6,6
404,inquire,ask,61,100,0.14841849148418493,411,0.61,7,3
408,interstate,highway,61,96,0.3177083333333333,192,0.6354166666666666,10,7
413,parasol,umbrella,61,96,0.6931818181818182,88,0.6354166666666666,7,8
414,motionless,still,61,100,0.20748299319727892,294,0.61,10,5
415,less,more,61,100,0.1300639658848614,469,0.61,4,4
416,costly,expensive,61,100,0.16442048517520216,371,0.61,6,9
420,fortunate,lucky,61,99,0.32275132275132273,189,0.6161616161616161,9,5
422,obtain,get,61,98,0.1383219954648526,441,0.6224489795918368,6,3
425,yours,mine,61,99,0.11685823754789272,522,0.6161616161616161,5,4
426,sofa,couch,61,100,0.22344322344322345,273,0.61,4,5
428,bale,hay,61,88,0.3609467455621302,169,0.6931818181818182,4,3
429,utilize,use,60,96,0.22556390977443608,266,0.625,7,3
435,opposed,against,60,99,0.14814814814814814,405,0.6060606060606061,7,7
436,mower,lawn,60,93,0.34285714285714286,175,0.6451612903225806,5,4
437,unmarried,single,60,98,0.22813688212927757,263,0.6122448979591837,9,6
440,feeble,weak,60,95,0.10968921389396709,547,0.631578947368421,6,4
443,questions,answers,60,100,0.5172413793103449,116,0.6,9,7
444,improbable,unlikely,60,100,0.5607476635514018,107,0.6,10,8
446,vanish,disappear,60,100,0.3333333333333333,180,0.6,6,9
447,adieu,goodbye,60,95,0.2564102564102564,234,0.631578947368421,5,7
452,tote,bag,60,87,0.10507880910683012,571,0.6896551724137931,4,3
457,tapioca,pudding,60,90,0.3973509933774834,151,0.6666666666666666,7,7
459,front,back,60,100,0.11049723756906077,543,0.6,5,4
463,frequently,often,60,97,0.20905923344947736,287,0.6185567010309279,10,5
464,component,part,60,98,0.15625,384,0.6122448979591837,9,4
466,prim,proper,59,84,0.35542168674698793,166,0.7023809523809523,4,6
469,labyrinth,maze,59,98,0.5728155339805825,103,0.6020408163265306,9,4
472,pyramids,egypt,59,100,0.1620879120879121,364,0.59,8,5
475,tusks,elephant,59,96,0.17302052785923755,341,0.6145833333333334,5,8
480,hiv,aids,59,99,0.6781609195402298,87,0.5959595959595959,3,4
482,rodents,rats,59,96,0.48760330578512395,121,0.6145833333333334,7,4
483,constrictor,boa,59,92,0.7023809523809523,84,0.6413043478260869,11,3
487,adored,loved,59,100,0.5412844036697247,109,0.59,6,5
489,him,her,59,100,0.38562091503267976,153,0.59,3,3
490,reflection,mirror,59,100,0.2062937062937063,286,0.59,10,6
491,handbag,purse,59,100,0.27699530516431925,213,0.59,7,5
492,lymph,node,59,95,0.8676470588235294,68,0.6210526315789474,5,4
495,frankenstein,monster,59,97,0.23694779116465864,249,0.6082474226804123,12,7
498,hideous,ugly,59,98,0.10805860805860806,546,0.6020408163265306,7,4
500,apologize,sorry,59,97,0.15945945945945947,370,0.6082474226804123,9,5
503,cuss,swear,58,85,0.31868131868131866,182,0.6823529411764706,4,5
504,tumor,cancer,58,99,0.1380952380952381,420,0.5858585858585859,5,6
506,larger,bigger,58,100,0.28019323671497587,207,0.58,6,6
508,haiku,poem,58,91,0.23770491803278687,244,0.6373626373626373,5,4
509,sterling,silver,58,93,0.1676300578034682,346,0.6236559139784946,8,6
512,plaything,toy,58,97,0.17365269461077845,334,0.5979381443298969,9,3
515,nook,cranny,58,93,0.9354838709677419,62,0.6236559139784946,4,6
516,imaginative,creative,58,100,0.24892703862660945,233,0.58,11,8
518,east,west,58,100,0.44274809160305345,131,0.58,4,4
521,relay,race,58,99,0.10780669144981413,538,0.5858585858585859,5,4
522,exterior,outside,58,98,0.1681159420289855,345,0.5918367346938775,8,7
523,xerox,copy,58,96,0.12747252747252746,455,0.6041666666666666,5,4
524,tripod,camera,58,95,0.1407766990291262,412,0.6105263157894737,6,6
526,goatee,beard,58,96,0.16111111111111112,360,0.6041666666666666,6,5
527,taut,tight,58,94,0.1291759465478842,449,0.6170212765957447,4,5
531,dazed,confused,58,97,0.1288888888888889,450,0.5979381443298969,5,8
534,perish,die,58,96,0.1901639344262295,305,0.6041666666666666,6,3
535,dromedary,camel,58,74,0.4715447154471545,123,0.7837837837837838,9,5
536,secure,safe,58,100,0.12446351931330472,466,0.58,6,4
537,cavern,cave,58,92,0.26851851851851855,216,0.6304347826086957,6,4
538,rectangle,square,58,99,0.1228813559322034,472,0.5858585858585859,9,6
540,rodent,rat,58,98,0.23293172690763053,249,0.5918367346938775,6,3
541,drowsy,sleepy,58,96,0.21641791044776118,268,0.6041666666666666,6,6
542,hamlet,shakespeare,58,98,0.2577777777777778,225,0.5918367346938775,6,11
547,doorbell,ring,57,99,0.10614525139664804,537,0.5757575757575758,8,4
549,husband,wife,57,100,0.12895927601809956,442,0.57,7,4
550,molten,lava,57,95,0.3877551020408163,147,0.6,6,4
552,puck,hockey,57,94,0.3958333333333333,144,0.6063829787234043,4,6
553,purchase,buy,57,99,0.16473988439306358,346,0.5757575757575758,8,3
557,jerky,beef,57,96,0.20727272727272728,275,0.59375,5,4
559,gift,present,57,100,0.15702479338842976,363,0.57,4,7
560,holler,yell,57,92,0.18566775244299674,307,0.6195652173913043,6,4
561,fungi,mushroom,57,100,0.3958333333333333,144,0.57,5,8
562,shrub,bush,57,97,0.1945392491467577,293,0.5876288659793815,5,4
564,geek,nerd,57,98,0.3114754098360656,183,0.5816326530612245,4,4
566,feely,touchy,57,84,0.7307692307692307,78,0.6785714285714286,5,6
567,flamingo,pink,57,100,0.12,475,0.57,8,4
569,possibly,maybe,57,100,0.13507109004739337,422,0.57,8,5
571,tentacles,octopus,57,99,0.3496932515337423,163,0.5757575757575758,9,7
573,flipper,dolphin,57,94,0.41304347826086957,138,0.6063829787234043,7,7
579,completed,finished,57,100,0.22440944881889763,254,0.57,9,8
582,sledge,hammer,57,90,0.14690721649484537,388,0.6333333333333333,6,6
587,interject,interrupt,57,92,0.4956521739130435,115,0.6195652173913043,9,9
588,amphibian,frog,57,96,0.1701492537313433,335,0.59375,9,4
589,dracula,vampire,57,99,0.25675675675675674,222,0.5757575757575758,7,7
596,trio,three,56,99,0.15555555555555556,360,0.5656565656565656,4,5
597,rip,tear,56,100,0.32748538011695905,171,0.56,3,4
598,bare,naked,56,99,0.1330166270783848,421,0.5656565656565656,4,5
599,adorable,cute,56,99,0.11451942740286299,489,0.5656565656565656,8,4
605,homicide,murder,56,100,0.12873563218390804,435,0.56,8,6
606,dioxide,carbon,56,97,0.5894736842105263,95,0.5773195876288659,7,6
610,reuse,recycle,56,99,0.5490196078431373,102,0.5656565656565656,5,7
611,request,ask,56,98,0.1362530413625304,411,0.5714285714285714,7,3
616,hades,hell,56,94,0.1407035175879397,398,0.5957446808510638,5,4
617,intriguing,interesting,56,100,0.2204724409448819,254,0.56,10,11
619,puke,vomit,56,98,0.16816816816816818,333,0.5714285714285714,4,5
623,starving,hungry,56,98,0.12095032397408208,463,0.5714285714285714,8,6
624,blouse,shirt,56,100,0.11940298507462686,469,0.56,6,5
626,fret,worry,56,95,0.22580645161290322,248,0.5894736842105263,4,5
628,equilibrium,balance,56,97,0.3146067415730337,178,0.5773195876288659,11,7
629,reef,coral,56,99,0.8484848484848485,66,0.5656565656565656,4,5
634,satan,devil,56,99,0.21212121212121213,264,0.5656565656565656,5,5
640,beanstalk,jack,56,90,0.2222222222222222,252,0.6222222222222222,9,4
641,require,need,55,100,0.12387387387387387,444,0.55,7,4
642,graphite,pencil,55,97,0.13447432762836187,409,0.5670103092783505,8,6
644,supper,dinner,55,100,0.1288056206088993,427,0.55,6,6
647,sprain,ankle,55,94,0.5238095238095238,105,0.5851063829787234,6,5
649,whipped,cream,55,98,0.13681592039800994,402,0.5612244897959183,7,5
652,escargot,snail,55,93,0.41044776119402987,134,0.5913978494623656,8,5
655,gratuity,tip,55,91,0.41353383458646614,133,0.6043956043956044,8,3
658,cumin,spice,55,87,0.1252847380410023,439,0.632183908045977,5,5
660,wail,cry,55,94,0.10204081632653061,539,0.5851063829787234,4,3
662,before,after,55,100,0.25821596244131456,213,0.55,6,5
664,oz,wizard,55,97,0.23109243697478993,238,0.5670103092783505,2,6
665,pistachio,nut,55,100,0.12557077625570776,438,0.55,9,3
667,lenses,glasses,55,99,0.10299625468164794,534,0.5555555555555556,6,7
668,fortitude,strength,55,93,0.11363636363636363,484,0.5913978494623656,9,8
669,tub,bath,55,99,0.1903114186851211,289,0.5555555555555556,3,4
672,salutations,greetings,55,96,0.5978260869565217,92,0.5729166666666666,11,9
675,lather,soap,55,92,0.14864864864864866,370,0.5978260869565217,6,4
677,minty,fresh,55,98,0.17973856209150327,306,0.5612244897959183,5,5
681,cardigan,sweater,55,99,0.2631578947368421,209,0.5555555555555556,8,7
683,abel,cain,55,91,0.8870967741935484,62,0.6043956043956044,4,4
687,jupiter,planet,54,99,0.1125,480,0.5454545454545454,7,6
688,confidential,secret,54,100,0.10131332082551595,533,0.54,12,6
691,reside,live,54,95,0.144,375,0.5684210526315789,6,4
693,inform,tell,54,100,0.13810741687979539,391,0.54,6,4
695,talc,powder,54,84,0.40298507462686567,134,0.6428571428571429,4,6
699,entire,whole,54,99,0.27411167512690354,197,0.5454545454545454,6,5
703,desired,wanted,54,100,0.46153846153846156,117,0.54,7,6
708,peanut,butter,54,100,0.12980769230769232,416,0.54,6,6
712,gecko,lizard,54,91,0.20224719101123595,267,0.5934065934065934,5,6
717,jaws,shark,54,98,0.38028169014084506,142,0.5510204081632653,4,5
723,nude,naked,54,99,0.12826603325415678,421,0.5454545454545454,4,5
726,martial,arts,54,98,0.30337078651685395,178,0.5510204081632653,7,4
728,he,she,54,100,0.40601503759398494,133,0.54,2,3
729,alligator,crocodile,54,99,0.675,80,0.5454545454545454,9,9
731,undead,zombie,54,97,0.5,108,0.5567010309278351,6,6
734,berlin,germany,54,97,0.3776223776223776,143,0.5567010309278351,6,7
735,motel,hotel,54,99,0.16023738872403562,337,0.5454545454545454,5,5
738,mashed,potatoes,54,99,0.2621359223300971,206,0.5454545454545454,6,8
739,hoot,owl,54,98,0.3698630136986301,146,0.5510204081632653,4,3
740,boa,constrictor,54,97,0.9818181818181818,55,0.5567010309278351,3,11
741,too,also,54,99,0.2125984251968504,254,0.5454545454545454,3,4
742,envious,jealous,54,97,0.46153846153846156,117,0.5567010309278351,7,7
747,subscription,magazine,53,100,0.16307692307692306,325,0.53,12,8
749,serial,killer,53,99,0.21115537848605578,251,0.5353535353535354,6,6
754,suds,soap,53,93,0.14324324324324325,370,0.5698924731182796,4,4
756,frighten,scare,53,100,0.21810699588477367,243,0.53,8,5
759,payback,revenge,53,99,0.2217573221757322,239,0.5353535353535354,7,7
760,region,area,53,99,0.11674008810572688,454,0.5353535353535354,6,4
761,panama,canal,53,95,0.6091954022988506,87,0.5578947368421052,6,5
764,mildew,mold,53,97,0.3732394366197183,142,0.5463917525773195,6,4
768,illustrate,draw,53,100,0.22844827586206898,232,0.53,10,4
770,king,queen,53,99,0.11447084233261338,463,0.5353535353535354,4,5
771,repair,fix,53,100,0.11597374179431072,457,0.53,6,3
773,damnation,hell,53,96,0.13316582914572864,398,0.5520833333333334,9,4
775,aunt,uncle,53,98,0.4274193548387097,124,0.5408163265306123,4,5
776,gifts,presents,53,100,0.5196078431372549,102,0.53,5,8
777,gigantic,huge,53,100,0.1387434554973822,382,0.53,8,4
779,baboon,monkey,53,97,0.1185682326621924,447,0.5463917525773195,6,6
785,flavorful,tasty,53,99,0.12072892938496584,439,0.5353535353535354,9,5
787,adhere,stick,53,94,0.10515873015873016,504,0.5638297872340425,6,5
788,pawn,chess,53,98,0.26903553299492383,197,0.5408163265306123,4,5
790,annually,yearly,53,100,0.4108527131782946,129,0.53,8,6
794,groom,bride,53,98,0.3581081081081081,148,0.5408163265306123,5,5
796,certain,sure,52,100,0.1947565543071161,267,0.52,7,4
799,fungus,mushroom,52,100,0.3611111111111111,144,0.52,6,8
800,chimpanzee,monkey,52,99,0.116331096196868,447,0.5252525252525253,10,6
803,toss,throw,52,100,0.1309823677581864,397,0.52,4,5
805,cascade,waterfall,52,99,0.7222222222222222,72,0.5252525252525253,7,9
806,option,choice,52,98,0.13720316622691292,379,0.5306122448979592,6,6
808,underneath,below,52,100,0.26804123711340205,194,0.52,10,5
810,we,us,52,99,0.23318385650224216,223,0.5252525252525253,2,2
816,silky,smooth,52,100,0.1262135922330097,412,0.52,5,6
817,odorous,smelly,52,98,0.12037037037037036,432,0.5306122448979592,7,6
818,touchy,feely,52,100,0.9122807017543859,57,0.52,6,5
819,flapjack,pancake,52,90,0.5148514851485149,101,0.5777777777777777,8,7
826,eternity,forever,52,97,0.11659192825112108,446,0.5360824742268041,8,7
832,remote,control,52,100,0.1368421052631579,380,0.52,6,7
836,endangered,species,52,99,0.35374149659863946,147,0.5252525252525253,10,7
840,imbecile,idiot,52,97,0.10677618069815195,487,0.5360824742268041,8,5
842,paris,france,52,99,0.21311475409836064,244,0.5252525252525253,5,6
843,scratchy,itchy,52,97,0.3939393939393939,132,0.5360824742268041,8,5
847,disposal,garbage,52,98,0.13577023498694518,383,0.5306122448979592,8,7
848,tampa,florida,52,89,0.3058823529411765,170,0.5842696629213483,5,7
850,sooner,later,52,100,0.20233463035019456,257,0.52,6,5
851,top,bottom,52,99,0.24299065420560748,214,0.5252525252525253,3,6
855,truthful,honest,51,100,0.12259615384615384,416,0.51,8,6
858,components,parts,51,100,0.408,125,0.51,10,5
859,pinky,finger,51,100,0.12530712530712532,407,0.51,5,6
860,klutz,clumsy,51,83,0.27717391304347827,184,0.6144578313253012,5,6
867,consensus,agreement,51,97,0.20647773279352227,247,0.5257731958762887,9,9
869,untidy,messy,51,100,0.14206128133704735,359,0.51,6,5
876,near,far,51,100,0.1619047619047619,315,0.51,4,3
882,syringe,needle,51,99,0.10119047619047619,504,0.5151515151515151,7,6
886,recall,remember,51,98,0.21338912133891214,239,0.5204081632653061,6,8
890,chimp,monkey,51,98,0.11409395973154363,447,0.5204081632653061,5,6
891,quill,pen,51,98,0.11383928571428571,448,0.5204081632653061,5,3
892,precisely,exactly,51,100,0.8360655737704918,61,0.51,9,7
893,probable,likely,51,99,0.3541666666666667,144,0.5151515151515151,8,6
895,squeak,mouse,51,98,0.12289156626506025,415,0.5204081632653061,6,5
900,insects,bugs,51,100,0.24056603773584906,212,0.51,7,4
904,external,outside,51,99,0.14782608695652175,345,0.5151515151515151,8,7
907,teller,bank,51,97,0.10515463917525773,485,0.5257731958762887,6,4
909,spree,shopping,51,95,0.13783783783783785,370,0.5368421052631579,5,8
910,tales,stories,51,100,0.4434782608695652,115,0.51,5,7
912,lima,peru,51,89,0.8225806451612904,62,0.5730337078651685,4,4
917,scrumptious,delicious,51,99,0.1118421052631579,456,0.5151515151515151,11,9
919,price,cost,51,100,0.2056451612903226,248,0.51,5,4
921,huh,what,51,100,0.1440677966101695,354,0.51,3,4
927,breadth,width,50,94,0.33783783783783783,148,0.5319148936170213,7,5
928,brother,sister,50,100,0.18181818181818182,275,0.5,7,6
930,inhabit,live,50,94,0.13333333333333333,375,0.5319148936170213,7,4
931,unafraid,brave,50,100,0.10351966873706005,483,0.5,8,5
932,consonant,vowel,50,98,0.7575757575757576,66,0.5102040816326531,9,5
935,finished,done,50,100,0.12987012987012986,385,0.5,8,4
944,tiara,crown,50,97,0.29069767441860467,172,0.5154639175257731,5,5
945,passive,aggressive,50,97,0.32051282051282054,156,0.5154639175257731,7,10
949,pursuit,chase,50,98,0.2976190476190476,168,0.5102040816326531,7,5
952,unjust,unfair,50,98,0.2631578947368421,190,0.5102040816326531,6,6
953,greatest,best,50,98,0.13089005235602094,382,0.5102040816326531,8,4
959,vinyl,record,50,99,0.29069767441860467,172,0.5050505050505051,5,6
965,prodigal,son,50,84,0.23148148148148148,216,0.5952380952380952,8,3
969,mars,planet,50,99,0.10416666666666667,480,0.5050505050505051,4,6
970,distant,far,50,97,0.15873015873015872,315,0.5154639175257731,7,3
972,hoover,vacuum,50,93,0.33112582781456956,151,0.5376344086021505,6,6
975,jest,joke,50,88,0.12437810945273632,402,0.5681818181818182,4,4
978,affordable,cheap,50,100,0.10989010989010989,455,0.5,10,5
979,pull,push,50,100,0.12315270935960591,406,0.5,4,4
980,washer,dryer,50,99,0.5050505050505051,99,0.5050505050505051,6,5
984,testicles,balls,50,100,0.21929824561403508,228,0.5,9,5
986,purgatory,hell,50,95,0.12562814070351758,398,0.5263157894736842,9,4
988,blackboard,chalk,50,100,0.42016806722689076,119,0.5,10,5
989,tee,golf,50,98,0.1865671641791045,268,0.5102040816326531,3,4
991,sell,buy,50,99,0.14450867052023122,346,0.5050505050505051,4,3
993,emulate,copy,50,93,0.10989010989010989,455,0.5376344086021505,7,4
