,0
4445_10_1,0.32325970869033993
4449_10_1,0.22069287575480137
4454_10_1,0.34193468782288894
4461_10_1,0.22416223891095724
4465_10_1,0.27488236357208695
4469_10_1,0.2590255144614249
4476_10_1,0.20804068778713036
4486_10_1,0.39547486014717737
4491_10_1,0.2746928312212303
4496_10_1,0.36794328848595204
4501_10_1,0.3490142078432806
4507_10_1,0.38282448166659694
4512_10_1,0.329244034559089
4515_10_1,0.31428833061451433
4520_10_1,0.4289479108041259
4528_10_1,0.4529556687643842
4535_10_1,0.29114159930713035
4542_10_1,0.49883294216480595
4548_10_1,0.2896587052472505
4552_10_1,0.2510636099258826
4558_10_1,0.28978669574603
4563_10_1,0.4329341031805849
4568_10_1,0.3908533404473295
4572_10_1,0.4826763334553506
4578_10_1,0.49658010759524823
4583_10_1,0.4017083983669547
4588_10_1,0.4897522579908413
4594_10_1,0.2824951552382446
4599_10_1,0.4655633529317577
4604_10_1,0.514272502777431
4610_10_1,0.40755459969748375
4616_10_1,0.34462040435290703
4620_10_1,0.3532380093912605
4626_10_1,0.5510831281297927
4632_10_1,0.1975964876035945
4636_10_1,0.3434660303155409
4643_10_1,0.4366312446495235
4649_10_1,0.3169495974379474
4658_10_1,0.27506339234696237
4667_10_1,0.1559990522860986
4674_10_1,0.19464512073781057
4678_10_1,0.22436479321462985
4682_10_1,0.38029680490898327
4687_10_1,0.22880806748386726
4694_10_1,0.2965152545384234
4699_10_1,0.2958658053400202
4705_10_1,0.305481488449136
4710_10_1,0.4113200136120285
4715_10_1,0.31901314082007964
4721_10_1,0.36762359814920664
4729_10_1,0.23724281800686903
4734_10_1,0.2794395758026456
4742_10_1,0.3396432539427727
4749_10_1,0.3381847580604829
4753_10_1,0.2233533050360938
4759_10_1,0.359709847191285
4769_10_1,0.3294951606615587
4774_10_1,0.28370714981324135
4778_10_1,0.28577598414033467
4785_10_1,0.290232003632999
4789_10_1,0.25808255068140107
4794_10_1,0.26124664077346665
4799_10_1,0.2687060909651064
4803_10_1,0.2764866299767775
4811_10_1,0.2392798004505491
4818_10_1,0.23152690344092342
4824_10_1,0.28881685197500506
4828_10_1,0.27085902387269756
4834_10_1,0.2795101594241281
4839_10_1,0.34352551491560496
4846_10_1,0.2718125477302013
4852_10_1,0.22654072870175204
4856_10_1,0.49515118737189495
4861_10_1,0.20979685818173646
4865_10_1,0.2579689403724665
4873_10_1,0.2564146827929601
4878_10_1,0.18989220946585825
4883_10_1,0.28796763703736045
4893_10_1,0.37562153461734615
4898_10_1,0.3990755317065721
4903_10_1,0.3675090491304204
4909_10_1,0.49655171977544277
4915_10_1,0.36560685931903814
4920_10_1,0.3098420095197188
4930_10_1,0.2621579346606381
4936_10_1,0.32804864411863965
4940_10_1,0.2885292814315554
4946_10_1,0.4689417942860725
4954_10_1,0.3252757371991893
4961_10_1,0.2777609290221395
4967_10_1,0.20023071279422328
4970_10_1,0.21076094361513287
4980_10_1,0.41866804010111536
4987_10_1,0.3278097924575267
4992_10_1,0.37610242215188583
4996_10_1,0.29552863586800693
5003_10_1,0.3198262966277986
5009_10_1,0.611785632994609
5014_10_1,0.3770414685149116
5020_10_1,0.5087601598246865
5027_10_1,0.40724068198900343
5032_10_1,0.396340720073933
5038_10_1,0.34726138074426044
5043_10_1,0.2912988773992612
5050_10_1,0.46980822784270904
5054_10_1,0.26705452912461136
5059_10_1,0.3576192533292814
5070_10_1,0.3626846941796059
5075_10_1,0.44548299817624687
5079_10_1,0.39690513149544837
5086_10_1,0.3646217357549135
5090_10_1,0.4190060086772369
5096_10_1,0.29770795198415456
5105_10_1,0.221449387400171
5112_10_1,0.2193852039533643
5115_10_1,0.21767698263353402
5119_10_1,0.18436450695651174
5124_10_1,0.2537066921460104
5131_10_1,0.413641020734034
5138_10_1,0.2778722440049728
5143_10_1,0.3087651614137765
5148_10_1,0.27454737460870066
5154_10_1,0.2838553691114203
5160_10_1,0.21901400725702302
5169_10_1,0.2802375866603178
5177_10_1,0.4393288685300776
5184_10_1,0.3540307339861739
5190_10_1,0.45826536764876086
5194_10_1,0.2553054368803631
5198_10_1,0.1530544129642197
5203_10_1,0.17849100639040918
5208_10_1,0.2260066708847532
5220_10_1,0.32302986971747427
5229_10_1,0.4801100755397962
5236_10_1,0.36046158398612405
5241_10_1,0.4995253455276841
5246_10_1,0.28649588870492443
5252_10_1,0.3172610859793949
5257_10_1,0.2771783463266334
5265_10_1,0.2760721875754674
5273_10_1,0.24848625305627658
5279_10_1,0.2151418769201059
5284_10_1,0.21354414199117197
5290_10_1,0.3031266889209995
5299_10_1,0.21509144792806686
5305_10_1,0.34491813947354555
5315_10_1,0.3523698633206463
5319_10_1,0.23149729749648676
5323_10_1,0.26212863186050617
5326_10_1,0.20202421420599473
5333_10_1,0.5118494208269431
